,title,genres,overview,production_companies,original_language,status,averageRating,numVotes,combined_features,index
1765,venus,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Maurice is an aging veteran actor who becomes absolutely taken with Jessie - the grandniece of his closest friend. When Maurice tries to soften the petulant and provincial young girl with the benefit of his wisdom and London culture, their give-and-take surprises both Maurice and Jessie as they discover what they don't know about themselves.","[{'name': 'Miramax', 'id': 53009}]",en,Released,7.1,12275.0,venus drama comedy romance drama comedy romance maurice is an aging veteran actor who becomes absolutely taken with jessie - the grandniece of his closest friend when maurice tries to soften the petulant and provincial young girl with the benefit of his wisdom and london culture their give-and-take surprises both maurice and jessie as they discover what they dont know about themselves miramax en en en,1765
1766,time,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","To save her relationship, a woman puts herself through extensive plastic surgery.","[{'name': 'Kim Ki-Duk Film', 'id': 684}, {'name': 'Happinet Pictures', 'id': 822}]",ko,Released,7.2,11648.0,time romance drama mystery romance drama mystery to save her relationship a woman puts herself through extensive plastic surgery kim ki-duk film happinet pictures ko ko ko,1766
1767,bridge to terabithia,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.","[{'name': 'Walden Media', 'id': 10221}, {'name': 'Hal Lieberman Company', 'id': 23890}, {'name': 'Lauren Levine Productions Inc.', 'id': 60611}]",en,Released,7.1,140743.0,brge to terabithia adventure drama family adventure drama family jesse aarons trained all summer to become the fastest runner in school so hes very upset when newcomer leslie burke outruns him and everyone else despite this and other differences including that shes rich hes poor and shes a city girl hes a country boy the two become fast friends together they create terabithia a land of monsters trolls ogres and giants and rule as king and queen walden media hal lieberman company lauren levine productions inc en en en,1767
1768,house,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","Oshare (Gorgeous) is excited about spending summer vacation with her father, until she finds out that his beautiful, freakishly serene girlfriend Ryouko would be going as well. Oshare decides she will be going to her aunt's house in the country instead. She brings with her her friends from school - Fanta (who likes to take pictures, and daydreams a lot), KunFuu (who has very good reflexes), Gari/Prof (who is a major nerd), Sweet (who likes to clean), Mac (who eats a lot), and Melody (a musician). However, the girls are unaware that Oshare's aunt is actually dead and the house is actually haunted. When they arrive at the house, crazy events take place and the girls disappear one by one while slowly discovering the secret behind all the madness.","[{'name': 'Toho Company', 'id': 882}, {'name': 'PSC', 'id': 5155}]",ja,Released,7.4,20378.0,house comedy fantasy horror comedy fantasy horror oshare (gorgeous) is excited about spending summer vacation with her father until she finds out that his beautiful freakishly serene girlfriend ryouko would be going as well oshare deces she will be going to her aunts house in the country instead she brings with her her friends from school - fanta (who likes to take pictures and daydreams a lot) kunfuu (who has very good reflexes) gari/prof (who is a major nerd) sweet (who likes to clean) mac (who eats a lot) and melody (a musician) however the girls are unaware that oshares aunt is actually dead and the house is actually haunted when they arrive at the house crazy events take place and the girls disappear one by one while slowly discovering the secret behind all the madness toho company psc ja ja ja,1768
1769,cocaine cowboys,"[{'id': 28, 'name': 'Action'}, {'id': 99, 'name': 'Documentary'}]","In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. ""Cocaine Cowboys"" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen.","[{'name': 'Rakontur', 'id': 6303}]",en,Released,7.8,12269.0,"cocaine cowboys action documentary action documentary in the s ruthless colombian cocaine barons invaded miami with a brand of violence unseen in this country since prohibition-era chicago - and it put the city on the map ""cocaine cowboys"" is the true story of how miami became the drug murder and cash capital of the united states told by the people who made it all happen rakontur en en en",1769
1770,ratatouille,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]",en,Released,8.0,626459.0,ratatouille animation comedy family fantasy animation comedy family fantasy a rat named remy dreams of becoming a great french chef despite his familys wishes and the obvious problem of being a rat in a decedly rodent-phobic profession when fate places remy in the sewers of paris he finds himself eally situated beneath a restaurant made famous by his culinary hero auguste gusteau despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine french restaurant remys passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of paris upse down walt disney pictures pixar animation studios en en en,1770
1771,trailer park boys: the movie,"[{'id': 35, 'name': 'Comedy'}]","Set in a separate storyline not related to the ""Trailer Park Boys"" Television show, but with the same lovable characters. The boys get arrested for robbing an ATM machine and spend 18 months in jail. When the get out, they decide to pull off ""The Big Dirty"" which is to steal a large amount of coins because they are untraceable and quit their life of crime forever","[{'name': 'Alliance Films', 'id': 2514}]",en,Released,7.2,11975.0,"trailer park boys the movie comedy comedy set in a separate storyline not related to the ""trailer park boys"" television show but with the same lovable characters the boys get arrested for robbing an atm machine and spend months in jail when the get out they dece to pull off ""the big dirty"" which is to steal a large amount of coins because they are untraceable and quit their life of crime forever alliance films en en en",1771
1772,hot fuzz,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Big Talk Productions', 'id': 443}, {'name': 'StudioCanal', 'id': 694}, {'name': 'GAGA', 'id': 3656}, {'name': 'Working Title Films', 'id': 10163}]",en,Released,7.8,455373.0,hot fuzz crime action comedy crime action comedy top london cop pc nicholas angel is good too good to stop the rest of his team from looking bad he is reassigned to the quiet town of sandford paired with simple country cop and everything seems quiet until two actors are found decapitated it is addressed as an accent but angel isnt going to accept that especially when more and more people turn up dead universal pictures big talk productions studiocanal gaga working title films en en en,1772
1773,the consequences of love,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Titta di Girolamo has been living in a small hotel in Lugano for ten years, he leads a dull and rigid live and has apparently lost his capability to feel human emotion. This all changes when he decides to talk to Sofia, the Barmaid.","[{'name': 'Indigo Film', 'id': 1533}, {'name': 'Fandango', 'id': 2441}, {'name': 'Medusa Film', 'id': 6246}]",it,Released,7.5,14727.0,the consequences of love crime drama crime drama titta di girolamo has been living in a small hotel in lugano for ten years he leads a dull and rig live and has apparently lost his capability to feel human emotion this all changes when he deces to talk to sofia the barma indigo film fandango medusa film it it it,1773
1774,citizen x,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Based on the true story of a Russian serial killer who, over many years, claimed victim to over 50 people. His victims were mostly under the age of 17. In what was then a communists state, the police investigations were hampered by bureaucracy, incompetence and those in power. The story is told from the viewpoint of the detective in charge of the case.","[{'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Citadel Entertainment', 'id': 3559}, {'name': 'Asylum Films', 'id': 10571}]",en,Released,7.5,17422.0,citizen x crime drama history crime drama history based on the true story of a russian serial killer who over many years claimed victim to over people his victims were mostly under the age of in what was then a communists state the police investigations were hampered by bureaucracy incompetence and those in power the story is told from the viewpoint of the detective in charge of the case home box office (hbo) citadel entertainment asylum films en en en,1774
1775,amazing grace,"[{'id': 18, 'name': 'Drama'}]","The true story of William Wilberforce's courageous quest to end the British slave trade. Although meeting intense opposition, his minister, John Newton, urges him to see the cause through.","[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Roadside Attractions', 'id': 911}, {'name': 'Bristol Bay Productions', 'id': 2233}]",en,Released,7.4,23694.0,amazing grace drama drama the true story of william wilberforces courageous quest to end the british slave trade although meeting intense opposition his minister john newton urges him to see the cause through ingenious film partners roadse attractions bristol bay productions en en en,1775
1776,zodiac,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Phoenix Pictures', 'id': 11317}]",en,Released,7.7,447654.0,zodiac crime drama mystery thriller crime drama mystery thriller the true story of the investigation of the zodiac killer a serial killer who terrified the san francisco bay area taunting police with his ciphers and letters the case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues paramount pictures warner bros phoenix pictures en en en,1776
1777,meshes of the afternoon,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","A woman returning home falls asleep and has vivid dreams that may or may not be happening in reality. Through repetitive images and complete mismatching of the objective view of time and space, her dark inner desires play out on-screen.",[],en,Released,7.9,10858.0,meshes of the afternoon crime mystery thriller crime mystery thriller a woman returning home falls asleep and has viv dreams that may or may not be happening in reality through repetitive images and complete mismatching of the objective view of time and space her dark inner desires play out on-screen en en en,1777
1778,the ultimate gift,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.","[{'name': 'The Ultimate Gift LLC', 'id': 3914}, {'name': 'Dean River Productions', 'id': 3915}]",en,Released,7.3,17542.0,the ultimate gift romance drama family romance drama family when his wealthy grandfather finally dies jason stevens fully expects to benefit when it comes to the reading of the will but instead of a sizable inheritance jason receives a test a series of tasks he must complete before he can get any money the ultimate gift llc dean river productions en en en,1778
1779,300,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Hollywood Gang Productions', 'id': 2994}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",en,Released,7.6,723595.0," action adventure war action adventure war based on frank millers graphic novel """" is very loosely based the bc battle of thermopylae where the king of sparta led his army against the advancing persians; the battle is sa to have inspired all of greece to band together against the persians and helped usher in the worlds first democracy virtual studios legendary pictures hollywood gang productions atmosphere entertainment mm warner bros nimar studios cruel and unusual films en en en",1779
1780,julius caesar,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",The assassination of the would be ruler of Rome at the hands of Brutus and company has tragic consequences for the idealist and the republic.,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",en,Released,7.3,10187.0,julius caesar drama history drama history the assassination of the would be ruler of rome at the hands of brutus and company has tragic consequences for the ealist and the republic metro-goldwyn-mayer (mgm) en en en,1780
1781,the host,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","Gang-du is a dim-witted man working at his father's tiny snack bar near the Han River. One day, Gang-du's one and only daughter Hyun-seo comes back from school irritated. She is angry at her uncle, Nam-il, who visited her school as her guardian shamelessly drunk. Ignoring her father's excuses for Nam-il, Hyun-seo is soon engrossed in her aunt Nam-joo's archery tournament on TV. Meanwhile, outside of the snack bar, people are fascinated by an unidentified object hanging onto a bridge. In an instant, the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ Amid the chaos, Hyun-seo is helplessly snatched up by the creature right before Gang-du's eyes. These unforeseen circumstances render the government powerless to act. But receiving a call of help from Hyun-seo, the once-ordinary citizen Gang-du and his family are thrust into a battle with the monster to rescue their beloved Hyun-seo.","[{'name': 'Cineclick Asia', 'id': 685}, {'name': 'Happinet Pictures', 'id': 822}, {'name': 'Cheongeoram', 'id': 945}, {'name': 'CJ Capital Investment', 'id': 946}]",ko,Released,7.1,103454.0,the host horror drama science fiction horror drama science fiction gang-du is a dim-witted man working at his fathers tiny snack bar near the han river one day gang-dus one and only daughter hyun-seo comes back from school irritated she is angry at her uncle nam-il who visited her school as her guardian shamelessly drunk ignoring her fathers excuses for nam-il hyun-seo is soon engrossed in her aunt nam-joos archery tournament on tv meanwhile outse of the snack bar people are fascinated by an unentified object hanging onto a brge in an instant the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ am the chaos hyun-seo is helplessly snatched up by the creature right before gang-dus eyes these unforeseen circumstances render the government powerless to act but receiving a call of help from hyun-seo the once-ordinary citizen gang-du and his family are thrust into a battle with the monster to rescue their beloved hyun-seo cineclick asia happinet pictures cheongeoram cj capital investment ko ko ko,1781
1782,the namesake,"[{'id': 18, 'name': 'Drama'}]","American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Mirabai Films', 'id': 6235}]",en,Released,7.5,19117.0,the namesake drama drama american-born gogol the son of indian immigrants wants to fit in among his fellow new yorkers despite his familys unwillingness to let go of their traditional ways fox searchlight pictures mirabai films en en en,1782
1783,reign over me,"[{'id': 18, 'name': 'Drama'}]",A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Sunlight Productions', 'id': 3800}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Madison 23', 'id': 11708}]",en,Released,7.4,92358.0,reign over me drama drama a man who lost his family in the september attack on new york city runs into his old college roommate rekindling the friendship is the one thing that appears able to help the man recover from his grief columbia pictures happy madison productions sunlight productions relativity media madison en en en,1783
1784,shooter,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Grosvenor Park Impact Productions', 'id': 57421}]",en,Released,7.2,306215.0,shooter action drama mystery thriller crime action drama mystery thriller crime a marksman living in exile is coaxed back into action after learning of a plot to kill the present ultimately double-crossed and framed for the attempt he goes on the run to track the real killer and find out who exactly set him up and why paramount pictures di bonaventura pictures grosvenor park impact productions en en en,1784
1785,sunshine,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.","[{'name': 'DNA Films', 'id': 284}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]",en,Released,7.2,230187.0,sunshine science fiction thriller science fiction thriller fifty years into the future the sun is dying and earth is threatened by arctic temperatures a team of astronauts is sent to revive the sun — but the mission fails seven years later a new team is sent to finish the mission as mankind’s last hope dna films ingenious film partners uk film council moving picture company (mpc) en en en,1785
1786,how the grinch stole christmas!,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","Bitter and hateful, the Grinch is irritated at the thought of the nearby village having a happy time celebrating Christmas. So disguised as Santa Claus, with his dog made to look like a reindeer, he raids the village to steal all the Christmas things. The village is sure to have a sad Christmas this year.","[{'name': 'MGM Television', 'id': 2230}, {'name': 'The Cat in the Hat Productions', 'id': 8811}]",en,Released,8.3,43316.0,how the grinch stole christmas! animation family comedy animation family comedy bitter and hateful the grinch is irritated at the thought of the nearby village having a happy time celebrating christmas so disguised as santa claus with his dog made to look like a reindeer he ras the village to steal all the christmas things the village is sure to have a sad christmas this year mgm television the cat in the hat productions en en en,1786
1787,tristana,"[{'id': 18, 'name': 'Drama'}]","Tristana is a young Spanish woman left to the care of Don Lope, a protective but impoverished aristocrat. Don sells his possessions to avoid manual labor and champions the causes of the dispossessed and downtrodden of society. He takes advantage of the vulnerable Tristana, who leaves him when she falls in love with Horacio. Unable to commit to him, she returns to Don Lope when she falls ill. He asks for her hand in marriage, and she accepts after losing her leg to cancer. She chooses to remain in a passionless union rather than be subject to the harsh realities of a society that refuses to change to the needs of women. Taken from the novel by celebrated author Benito Perez Galdos.","[{'name': 'Talía Films', 'id': 428}, {'name': 'Les Films Corona', 'id': 1398}, {'name': 'Época Films S.A.', 'id': 8016}, {'name': 'Selenia Cinematografica', 'id': 11398}]",es,Released,7.5,10348.0,tristana drama drama tristana is a young spanish woman left to the care of don lope a protective but impoverished aristocrat don sells his possessions to avo manual labor and champions the causes of the dispossessed and downtrodden of society he takes advantage of the vulnerable tristana who leaves him when she falls in love with horacio unable to commit to him she returns to don lope when she falls ill he asks for her hand in marriage and she accepts after losing her leg to cancer she chooses to remain in a passionless union rather than be subject to the harsh realities of a society that refuses to change to the needs of women taken from the novel by celebrated author benito perez galdos talía films les films corona época films sa selenia cinematografica es es es,1787
1788,fracture,"[{'id': 53, 'name': 'Thriller'}]","A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Weinstock Productions', 'id': 16946}, {'name': 'M7 Filmproduktion', 'id': 41359}]",en,Released,7.2,183731.0,fracture thriller thriller a husband is on trial for the attempted murder of his wife in what is seemingly an open/shut case for the ambitious district attorney trying to put him away however there are surprises for both around every corner and as a suspenseful game of cat-and-mouse is played out each must manipulate and outwit the other new line cinema castle rock entertainment weinstock productions m filmproduktion en en en,1788
1789,benny's video,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","A 14-year-old video enthusiast is so caught up in film fantasy that he can no longer relate to the real world, to such an extent that he commits murder and records an on-camera confession for his parents.","[{'name': 'Wega Film', 'id': 224}]",de,Released,7.2,13899.0,bennys veo horror crime drama horror crime drama a -year-old veo enthusiast is so caught up in film fantasy that he can no longer relate to the real world to such an extent that he commits murder and records an on-camera confession for his parents wega film de de de,1789
1790,paprika,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it: Paprika.","[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Madhouse', 'id': 4288}, {'name': 'Paprika Film Partners', 'id': 12050}]",ja,Released,7.7,68930.0,paprika animation drama mystery science fiction thriller animation drama mystery science fiction thriller when a machine that allows therapists to enter their patients dreams is stolen all hell breaks loose only a young female therapist can stop it paprika sony pictures classics madhouse paprika film partners ja ja ja,1790
1791,this is england,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.","[{'name': 'EM Media', 'id': 1917}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Screen Yorkshire', 'id': 2690}, {'name': 'Big Arty Productions', 'id': 3519}]",en,Released,7.7,114373.0,this is england drama crime drama crime a story about a troubled boy growing up in england set in he comes across a few skinheads on his way home from school after a fight they become his new best friends even like family based on experiences of director shane meadows em media uk film council screen yorkshire big arty productions en en en,1791
1792,away from her,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, a wheel chair-bound mute who also is a patient at the nursing home.",[],en,Released,7.5,21198.0,away from her drama romance drama romance a man coping with the institutionalization of his wife because of alzheimers disease faces an epiphany when she transfers her affections to another man a wheel chair-bound mute who also is a patient at the nursing home en en en,1792
1793,once,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Samson Films', 'id': 11571}, {'name': 'RTE', 'id': 25489}]",en,Released,7.8,109269.0,once drama music romance drama music romance a vacuum repairman moonlights as a street musician and hopes for his big break one day a czech immigrant who earns a living selling flowers approaches him with the news that she is also an aspiring singer-songwriter the pair dece to collaborate and the songs that they compose reflect the story of their blossoming love summit entertainment samson films rte en en en,1793
1794,pirates of the caribbean: at world's end,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Second Mate Productions', 'id': 19936}]",en,Released,7.1,586320.0,pirates of the caribbean at worlds end adventure fantasy action adventure fantasy action captain barbossa long believed to be dead has come back to life and is headed to the edge of the earth with will turner and elizabeth swann but nothing is quite as it seems walt disney pictures jerry bruckheimer films second mate productions en en en,1794
1795,mr. brooks,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Eden Rock Media', 'id': 2273}, {'name': 'Element Films', 'id': 2274}, {'name': 'Relativity Media', 'id': 7295}]",en,Released,7.3,141736.0,mr brooks drama crime mystery thriller drama crime mystery thriller a psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego tig productions eden rock media element films relativity media en en en,1795
1796,"i'm a cyborg, but that's ok","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Young-Goon works at manufacturing plant assembling radio’s. She also believes she is a cyborg. One day, while working at the factory, she decides to re-charge herself by slashing her wrist and implanting electrical wires into her arm. Her action gets Young-Goon a mental hospital full of bizarre characters. At New World, Young-Goon spends her time listening to the radio, talking with vending machines, and licking the terminals of 9 volt batteries. She soon encounters a guy named Il-Sun. Il-Sun is a thief of souls in the mental hospital. Young-Goon and Il-Sun soon form a strong bond as their odd personalities complements each other perfectly. Unfortunately, Young-Goon becomes gravely ill from malnutrition. Young-Goon doesn't believe cyborgs should eat human food. She soon loses most of her energy and becomes bedridden. Doctors say that Young-Goon has only a few more days to live if she continues her ways. Il-Sun must now find a way to connect to her soul and save her from imminent death.","[{'name': 'Moho Films', 'id': 1688}]",ko,Released,7.1,22536.0,im a cyborg but thats ok drama comedy romance drama comedy romance young-goon works at manufacturing plant assembling radio’s she also believes she is a cyborg one day while working at the factory she deces to re-charge herself by slashing her wrist and implanting electrical wires into her arm her action gets young-goon a mental hospital full of bizarre characters at new world young-goon spends her time listening to the radio talking with vending machines and licking the terminals of volt batteries she soon encounters a guy named il-sun il-sun is a thief of souls in the mental hospital young-goon and il-sun soon form a strong bond as their odd personalities complements each other perfectly unfortunately young-goon becomes gravely ill from malnutrition young-goon doesnt believe cyborgs should eat human food she soon loses most of her energy and becomes bedrden doctors say that young-goon has only a few more days to live if she continues her ways il-sun must now find a way to connect to her soul and save her from imminent death moho films ko ko ko,1796
1797,cashback,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.","[{'name': 'Left Turn Films', 'id': 1435}, {'name': 'Ugly Duckling Films', 'id': 1436}, {'name': 'Lipsync Productions', 'id': 9987}]",en,Released,7.2,82087.0,cashback drama comedy romance drama comedy romance after a painful breakup ben develops insomnia to kill time he starts working the late night shift at the local supermarket where his artistic imagination runs wild left turn films ugly duckling films lipsync productions en en en,1797
1798,rescue dawn,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",en,Released,7.3,99758.0,rescue dawn adventure drama war adventure drama war a us fighter pilots epic struggle of survival after being shot down on a mission over laos during the vietnam war metro-goldwyn-mayer (mgm) en en en,1798
1799,sicko,"[{'id': 99, 'name': 'Documentary'}]","Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.","[{'name': 'The Weinstein Company', 'id': 308}]",en,Released,7.9,73243.0,"sicko documentary documentary sicko is a michael moore documentary about the corrupt health care system in the united states whos main goal is to make profit even if it means losing peoples lives ""the more people you deny health insurance the more money we make"" is the business model for health care provers in america the weinstein company en en en",1799
1800,death at a funeral,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Parabolic Pictures', 'id': 1012}, {'name': 'Stable Way Entertainment', 'id': 1013}, {'name': 'Target Media Entertainment', 'id': 1014}, {'name': 'VIP 2 Medienfonds', 'id': 3801}, {'name': 'VIP 1 Medienfonds', 'id': 10760}]",en,Released,7.4,108239.0,death at a funeral comedy drama comedy drama chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional british family sney kimmel entertainment parabolic pictures stable way entertainment target media entertainment vip medienfonds vip medienfonds en en en,1800
